fold,type,c,eps_norm,condition,ols_c_sum,rob_c_sum,ols_c_sum_g,rob_c_sum_g
0,,,,KDM1A+RCOR1,0.9823700189590454,0.9375651035515205,0.8455691933631897,0.7887407215875497
0,,,,MYB+RCOR1,1.0719045400619507,0.8517439332309328,0.9439228773117065,0.7675425553822643
0,,,,GATA2+SMARCD1,0.6346452236175537,0.6555532012855214,0.42427679896354675,0.43651977986109736
0,,,,GSE1+IKZF1,0.7965231537818909,0.6598470827221582,0.6047505140304565,0.44618153239042946
0,,,,INTS1+RING1,0.7233668565750122,0.7387998615468094,0.7516970038414001,0.749563084278208
0,,,,GATA2+RCOR1,0.4548981785774231,0.4159285859768167,0.28076285123825073,0.2215375915673673
0,,,,MYB+RING1,0.5006954669952393,0.39752403484570925,0.41429227590560913,0.3422392620604937
0,,,,KDM1A+RING1,0.88214510679245,0.7570336792858157,0.7851587533950806,0.6144445252581963
0,,,,SSRP1+SUPT5H,1.0002877712249756,0.9808656226987958,0.8054707646369934,0.7738061341973725
0,,,,DOT1L+SMARCD1,0.8499091863632202,0.867535889596594,0.6484010219573975,0.6279362858899831
0,,,,GSE1+VPRBP,0.8267325162887573,0.7593633774913882,0.662317156791687,0.5664322821323949
0,,,,DOT1L+INTS1,0.7346049547195435,0.7520917648546024,0.6857045292854309,0.6956053704340727
0,,,,DOT1L+FLI1,1.0592820644378662,1.0229560899703778,0.8803786635398865,0.8455879827279876
0,,,,DOT1L+MED24,1.0360931158065796,1.0647382062240716,0.8690464496612549,0.8705690270279083
0,,,,FLI1+MYB,1.4332032203674316,1.3661649704362748,1.279746413230896,1.2119196002178791
0,,,,GFI1+INTS1,1.020064353942871,0.8856301644128753,0.9887980818748474,0.7753282003229058
0,,,,FLI1+INTS1,0.9072120189666748,0.9652721867685068,0.8307559490203857,0.8249605773537639
0,,,,DOT1L+KDM1A,1.1407511234283447,1.0224382272824626,0.9826645851135254,0.8850493907206896
0,,,,SUPT5H+SUPT6H,0.628618597984314,0.5995117524854795,0.4569880962371826,0.42966654427902196
0,,,,GFI1+VPRBP,1.0689754486083984,1.0593045816617674,0.933628499507904,0.8946984089503109
0,,,,GFI1+MYB,1.2140215635299683,1.1636977748166883,1.0818830728530884,1.061940023537551
0,,,,FLI1+VPRBP,1.005645513534546,1.0509279562233116,0.8430193066596985,0.8862072623646454
0,,,,INTS1+KDM1A,1.0337803363800049,0.8305259984512352,1.009994387626648,0.7720380063599899
0,,,,FLI1+GSE1,1.3185577392578125,1.3480243027323293,1.1373785734176636,1.140464211591135
0,,,,SSRP1+SUPT6H,0.8169982433319092,0.6914529594161669,0.6364434957504272,0.5549900921749715
0,,,,IKZF1+RCOR1,0.43673592805862427,0.4015533732254213,0.26786673069000244,0.19665043942428628
0,,,,EP300+SMARCD1,0.9450722932815552,0.9493056710848591,0.7593145370483398,0.7271808619515235
0,,,,GSE1+MED24,1.3368299007415771,1.2536245702623705,1.1357455253601074,1.034950485568766
0,,,,EP300+IKZF1,0.7801843881607056,0.801763767443015,0.6104015707969666,0.6054716204610617
0,,,,GFI1+SSRP1,1.071782112121582,1.051192159194703,0.8986408710479736,0.8482745738620938
0,,,,RING1+SSRP1,0.4386582374572754,0.3865751478717627,0.2961317002773285,0.24151960974624198
0,,,,EP300+FLI1,1.1694711446762085,1.2149789022750972,1.0050702095031738,1.0217961463686909
0,,,,GATA2+GSE1,0.8099203109741211,0.6704031209240696,0.6194641590118408,0.4429049093429995
0,,,,MED24+RCOR1,0.9750780463218689,0.9845654854294079,0.8052268028259277,0.786660485669498
0,,,,INTS1+VPRBP,0.7078624367713928,0.6620430826827469,0.6950609683990479,0.6574370888252958
0,,,,DOT1L+GSE1,0.9536002278327942,0.8091300206705136,0.7665926218032837,0.6050611233174015
0,,,,EP300+SSRP1,0.8871610164642334,0.9176841930980031,0.7100337743759155,0.7378075858539177
0,,,,MED24+SMARCD1,1.1918814182281494,1.2084647537394801,1.0147149562835693,0.9992701013899489
0,,,,RING1+SMARCD1,0.6636272668838501,0.665640455186037,0.5036001801490784,0.48407604009292027
0,,,,MED19+MED24,1.154942274093628,1.12186727742199,0.9809269905090332,0.9395195736686351
0,,,,SUPT16H+SUPT5H,1.015692949295044,1.0384090792444738,0.8009500503540039,0.8105906089321865
